company_name,A money,A date,B money,B date,C money,C date,D money,D date,E money,E date,F money,F date,G money,G date,H money,H date,IPO money,IPO Date,Seed Money,Seed Date,Undisclosed Money,Undisclosed Date,Non series Money,Non Series Date,,
Derivix,13400000,30/07/08,,,,,,,,,,,,,,,0,0,,,,,30/03/10,12000000,25400000,30/05/09
DermaGen,,,,,,,,,,,,,,,,,0,0,,,,02/04/08,,0,,02/04/08
DermaMedics,,,,,,,,,,,,,,,,,0,0,,,,,03/04/12,1500000,1500000,03/04/12
Dermira,126000000,20/10/11,140000000,11/06/13,408000000,19/08/14,,,,,,,,,,,0,0,,,,,,0,674000000,30/09/13
DermLink,,,,,,,,,,,,,,,,,0,0,,04/04/12,,,,0,,04/04/12
DermTech International,,,5600000,20/08/13,,,,,,,,,,,,,0,0,,,,,,0,5600000,20/08/13
Desafí_o Tíçctico,,,,,,,,,,,,,,,,,0,0,,,,,,0,,02/08/13
Desalitech,,,,,,,,,,,,,,,,,0,0,,,,,02/12/14,44250000,44250000,11/02/14
Desall,,,,,,,,,,,,,,,,,0,0,,01/06/11,,,,0,,01/06/11
Descartes Labs,25000000,17/11/15,,,,,,,,,,,,,,,0,0,,,,,01/05/15,0,25000000,20/09/15
Descendent Studios,,,,,,,,,,,,,,,,,0,0,600000,10/04/15,,,,0,600000,10/04/15
Descomplica,8000000,20/12/12,20000000,06/02/14,35000000,12/06/15,,,,,,,,,,,0,0,,,,,,0,63000000,08/04/14
Describe It,,,,,,,,,,,,,,,,,0,0,255000,14/12/14,,,,0,255000,14/12/14
DescribeMe,,,,,,,,,,,,,,,,,0,0,,,,,31/07/13,50000,50000,31/07/13
Describli,,,,,,,,,,,,,,,,,0,0,13000,13/11/13,,,,0,13000,13/11/13
Descubre.la,,,,,,,,,,,,,,,,,0,0,47434,01/09/12,,,,0,47434,01/09/12
Deseandolo.com,,,,,,,,,,,,,,,,,0,0,,,,,,0,62515,01/01/13
Desert Industrial X-Ray,,,,,,,,,,,,,,,,,0,0,,,,02/04/12,,0,,02/04/12
Desert Power,2280000,02/03/05,,,,,,,,,,,,,,,0,0,,,,,,0,2280000,02/03/05
Desi Hits,2000000,01/02/07,15000000,25/01/08,,,,,,,,,,,,,0,0,,,,,,0,17000000,03/09/07
DesiCrew Solutions,,,3600000,01/01/12,,,,,,,,,,,,,0,0,,,,,,0,3600000,01/01/12
Design Innovations for Infants and Mothers Everywhere (DIIME),,,,,,,,,,,,,,,,,0,0,20000,01/04/12,,,,0,20000,01/04/12
Design LED Products,,,,,,,,,,,,,,,,,0,0,,,,,01/07/06,459218,459218,01/07/06
Design Talent,,,,,,,,,,,,,,,,,0,0,,,,,01/07/15,0,,01/07/15
Design Ventures,,,,,,,,,,,,,,,,,0,0,,22/10/14,,,,0,,22/10/14
Design2Launch,10000000,05/11/02,,,,,,,,,,,,,,,0,0,,,,,01/01/05,200000,10200000,11/04/03
DesignArt Networks,,,,13/02/08,,,,,,,,,,,,,0,0,,,,,,0,2000000,27/06/08
DesignCrowd,6000000,06/11/12,9332009.57,04/02/15,,,,,,,,,,,,,0,0,,,,,01/10/09,1200000,16532009.57,11/11/11
Designer Wardrobe,,,,,,,,,,,,,,,,,0,0,18000,01/03/13,,,,0,18000,01/03/13
Designer Whey,,,,,,,,,,,,,,,,,0,0,,,,20/06/11,,0,,20/06/11
DesignHub,,,,,,,,,,,,,,,,,0,0,100000,01/01/11,,,,0,100000,01/01/11
Designlab,,,,,,,,,,,,,,,,,0,0,680000,03/03/14,,,,0,680000,03/03/14
DesignMedix,9000000,17/07/14,,,,,,,,,,,,,,,0,0,,,,,,0,9000000,17/07/14
DesignPlusD,,,,,,,,,,,,,,,,,0,0,,13/07/13,,,,0,,13/07/13
Desigual,,,,,,,,,,,,,,,,,0,0,,,,,19/03/14,366681000,366681000,19/03/14
Desino,533444.2897,07/10/14,,,,,,,,,,,,,,,0,0,,,,,,0,533444.2897,07/10/14
Desk,3400000,15/04/10,24000000,04/01/11,,,,,,,,,,,,,0,0,,,,,,0,27400000,30/10/10
Deskbookers,,,,,,,,,,,,,,,,,0,0,4800000,01/12/15,,,,0,4800000,01/12/15
DeskConnect,,,,,,,,,,,,,,,,,0,0,,01/01/13,,,,0,,01/01/13
DeskGod,,,,,,,,,,,,,,,,,0,0,86625,14/02/13,,,,0,86625,14/02/13
Deskidea,,,920360,15/04/12,,,,,,,,,,,,,0,0,,,,,,0,920360,15/04/12
DeskLodge,,,,,,,,,,,,,,,,,0,0,,,,,,0,18193,22/03/13
DeskMetrics,,,,,,,,,,,,,,,,,0,0,80000,21/01/12,,,,0,80000,21/01/12
Deskom,,01/01/05,,,,,,,,,,,,,,,0,0,,,,,24/10/08,4156680,4156680,28/11/06
Desktime,,,,,,,,,,,,,,,,,0,0,,01/07/13,,17/04/14,,0,,05/10/13
Desktone,51000000,30/07/07,,,,,,,,,,,,,,,0,0,,,,,,0,51000000,30/07/07
Desktop Genetics,,,,,,,,,,,,,,,,,0,0,,22/01/13,,,15/09/15,8625776,8625776,05/03/15
Desktop Metal,42000000,27/10/15,,,,,,,,,,,,,,,0,0,,,,,,0,42000000,27/10/15
Deskwanted,,,,,,,,,,,,,,,,,0,0,,,,,01/11/11,681350,681350,01/11/11
Deskwolf,,,,,,,,,,,,,,,,,0,0,,,,16/03/13,15/01/14,7719600,7719600,15/11/13
Desmos,,,,,,,,,,,,,,,,,0,0,2400000,05/08/11,,27/09/12,,0,2400000,17/11/11
Desmotec,,,,,,,,,,,,,,,,,0,0,473774.3842,27/10/15,,,,0,473774.3842,27/10/15
Despegar.com,,,,,,,,,,,,,,,,,0,0,,,,,21/03/12,21000000,21000000,21/03/12
Desti,,,,,,,,,,,,,,,,,0,0,4000000,18/09/12,,,,0,4000000,18/09/12
DestinationRX,18500000,23/01/08,,,,,,,,,,,,,,,0,0,,,,,,0,18500000,23/01/08
Destinator Technologies,,,18000000,29/08/05,,,,,,,,,,,,,0,0,,,,,05/09/07,15000000,33000000,01/09/06
Destineer,,,,,,,,,,,,,,,,,0,0,,,,,27/04/06,12000000,12000000,27/04/06
Destiny Pharma,,,,,,,,,,,,,,,,,0,0,,,,,04/08/14,9419758,9419758,04/08/14
Desura,,,,,,,,,,,,,,,,,0,0,,,,,,0,100000,15/02/11
Detectachem,50000,13/07/06,,,,,,,,,,,,,,,0,0,,,,,,0,50000,13/07/06
Detectify,,,,,,,,,,,,,,,,,0,0,10200000,06/03/15,,,,0,10200000,06/03/15
Detroit Electric,,,,,,,,,,,,,,,,,0,0,,,,,01/11/13,0,,01/11/13
Detroit Water Project,,,,,,,,,,,,,,,,,0,0,100000,01/01/15,,,,0,100000,01/01/15
Deus Ex Technology Ltd,,,,,,,,,,,,,,,,,0,0,,20/01/15,,,,0,,20/01/15
Deutsche Startups,,,,,,,,,,,,,,,,,0,0,,,,08/04/07,,0,,08/04/07
Dev4X,,,,,,,,,,,,,,,,,0,0,,,100000,01/11/13,,0,100000,01/11/13
dev9k,,,,,,,,,,,,,,,,,0,0,19611,01/03/13,,,,0,19611,01/03/13
Devario,,,,,,,,,,,,,,,,,0,0,,,,,,0,129686,01/01/13
Devcon Security Services,,,,,,,,,,,,,,,,,0,0,,,,,,0,215000000,12/07/11
Develop Link,,,,,,,,,,,,,,,,,0,0,,28/09/15,,,,0,,28/09/15
DevelopOnline Corporation,,,33000000,06/06/01,,,,,,,,,,,,,0,0,,,,,,0,33000000,06/06/01
Devialet,76400000,12/11/12,80000000,18/06/15,,,,,,,,,,,,,0,0,,,,,,0,156400000,01/03/14
DeviantArt,3500000,21/06/07,30113112,26/09/13,,,,,,,,,,,,,0,0,,,,,,0,33613112,02/03/12
Device Magic,,,,,,,,,,,,,,,,,0,0,,12/09/11,,,,0,,12/09/11
Device42,,,,,,,,,,,,,,,,,0,0,3505000,12/12/14,1000000,06/01/15,,0,4505000,24/12/14
DeviceAuthority,,11/02/14,,,,,,,,,,,,,,,0,0,,,,,,0,,11/02/14
DeviceFidelity,,,,,,,,,,,,,,,,,0,0,,,,,07/02/12,12000000,12000000,07/02/12
DeviceKnit,,,,,,,,,,,,,,,,,0,0,25000,02/06/09,,,,0,25000,02/06/09
Devicescape,,,48800000,31/01/05,,,,,,,,,,,,,0,0,,,,,01/01/12,9440000,58240000,17/03/08
Devign Lab,,,,,,,,,,,,,,,,,0,0,200000,07/10/14,,,,0,200000,07/10/14
Devilfish Poker Ltd,,,,,,,,,,,,,,,,,0,0,,,,,,0,150830,21/06/15
Devolia,,,,,,,,,,,,,,,,,0,0,,,,,13/05/07,0,,13/05/07
DevonWay,6500000,09/01/08,,,7050000,21/12/10,,,,,,,,,,,0,0,,,,,,0,13550000,30/06/09
Devotee,,,,,,,,,,,,,,,,,0,0,50000,29/05/10,,,,0,50000,29/05/10
devsisters,900000,20/05/10,,,,,,,,,,,,,,,0,0,,,,,29/06/11,7402518,8302518,14/02/11
DevSpark,,,,,,,,,,,,,,,,,0,0,,,,01/01/11,,0,,01/01/11
Devtap,,,,,,,,,,,,,,,,,0,0,2600000,01/09/08,,,,0,2600000,01/09/08
devtodev,,,,,,,,,,,,,,,,,0,0,,,,01/01/14,,0,,01/01/14
Devtoo,,,,,,,,,,,,,,,,,0,0,40000,14/08/12,,,,0,40000,14/08/12
Devver,1000000,01/10/08,,,,,,,,,,,,,,,0,0,15000,01/05/08,,,,0,1015000,11/08/08
DevZuz,18500000,30/04/07,,,,,,,,,,,,,,,0,0,,,,,,0,18500000,30/04/07
DewMobile,,,60000000,06/06/14,,,,,,,,,,,,,0,0,,22/04/12,,,,0,60000000,31/07/13
Dex Academy,,,,,,,,,,,,,,,,,0,0,,,,01/06/15,,0,,01/06/15
Dexawave,,,,,,,,,,,,,,,,,0,0,,,,13/12/11,,0,,13/12/11
Dexcom,,,,,,,90000000,06/01/05,,,,,,,,,0,0,,,,,,0,90000000,06/01/05
Dexetra,2000000,31/01/13,,,,,,,,,,,,,,,0,0,200000,17/10/11,,,,0,2200000,26/08/12
Dexin Interactive,40000000,01/05/09,,,,,,,,,,,,,,,0,0,,,,,,0,40000000,01/05/09
Dexint Games,,,,,,,,,,,,,,,,,0,0,481749,18/09/14,,,,0,481749,18/09/14
DEXMA,,,,,,,,,,,,,,,,,0,0,2778318.006,25/10/11,,,,0,2778318.006,25/10/11
Dexter & Chaney,,,,,,,,,,,,,,,,,0,0,,,,16/01/15,,0,,16/01/15
Dexterra,,,,,,,,,106680000,26/02/07,,,,,,,0,0,,,,,,0,106680000,26/02/07
Dextr,,,,,,,,,,,,,,,,,0,0,40000,16/12/13,,,,0,40000,16/12/13
Dextro,,,,,,,,,,,,,,,,,0,0,17100000,17/06/14,,,,0,17100000,17/06/14
Dextrophobia Rooms,,,,,,,,,,,,,,,,,0,0,31614,01/10/14,,,,0,115549,15/12/14
Dextrys,,,,,,,,,,,,,,,,,0,0,,,,,07/08/07,48000000,48000000,07/08/07
DEY Storage Systems,,,,,,,,,,,,,,,,,0,0,18000000,12/08/12,,,,0,18000000,12/08/12
DeYapa,,,,,,,,,,,,,,,,,0,0,,,,,15/03/11,50000,50000,15/03/11
Dezignable,,,,,,,,,,,,,,,,,0,0,40000,08/06/15,,,,0,40000,08/06/15
Dezineforce,,,,,,,,,,,,,,,,,0,0,,,4756254,08/10/10,,0,4756254,08/10/10
DeZyre,,,,,,,,,,,,,,,,,0,0,,,,,09/03/14,300000,300000,09/03/14
DFine,,,6500000,14/12/05,,,40000000,06/04/08,,,,,,,,,0,0,,,,,18/07/10,422842000,469342000,08/02/10
DFKI,,,,,,,,,,,,,,,,,0,0,,,,,07/10/15,0,,07/10/15
DFMSim,,,,,,,,,,,,,,,,,0,0,,,,,15/11/12,5500000,5500000,15/11/12
DFR Asia,,,,,,,,,,,,,,,,,0,0,,13/06/15,,,,0,,13/06/15
DFT Microsystems,3500000,01/10/03,,,,,,,,,,,,,,,0,0,,,,,09/02/06,10200000,13700000,08/07/05
dfusion,,,,,,,,,,,,,,,,,0,0,2200000,19/10/15,,,,0,2200000,19/10/15
DGIT,,,90000000,21/03/07,,,,,,,,,,,,,0,0,,,,,01/12/03,8000000,98000000,23/05/06
DGP Labs,9500000,01/11/07,,,,,,,,,,,,,,,0,0,,,,,,0,9500000,01/11/07
Dheere Bolo,,,,,,,,,,,,,,,,,0,0,,21/08/14,,,,0,,21/08/14
DHgate,,,,,,,32000000,15/09/14,,,,,,,,,0,0,,,,,01/01/06,0,32000000,21/10/11
Dhingana,2500000,01/02/11,21000000,26/10/12,,,,,,,,,,,,,0,0,,,,,,0,23500000,15/02/12
Dhruva,,,,,,,,,,,,,,,,,0,0,,,,,27/11/06,5000000,5000000,27/11/06
Diabetes Care Group,,,,,,,,,,,,,,,,,0,0,20200000,04/05/12,,,,0,20200000,04/05/12
Diabetica,2420000,15/06/05,,,,,,,,,,,,,,,0,0,,,,,,0,2420000,15/06/05
Diabeto,,,,,,,,,,,,,,,,,0,0,40000,26/11/12,,,,0,40000,26/11/12
DiabetOmics,,,,,4000000,12/03/15,,,,,,,,,,,0,0,,,,,10/11/14,2500000,6500000,10/01/15
Diablo Technologies,,,97000000,23/10/11,,,,,,,,,,,,,0,0,,,,,08/11/12,140000000,237000000,30/03/12
DiaCarta,8000000,09/01/15,,,,,,,,,,,,,,,0,0,,,,,,0,8000000,09/01/15
DiaDerma BV,,,,,,,,,,,,,,,,,0,0,19299,11/11/13,,,,0,19299,11/11/13
diaDexus,,,,,,,,,280000000,12/01/07,27600000,06/02/09,,,,,0,0,,,,,,0,322600000,14/04/08
Diaferon,,,,,,,,,,,,,,,,,0,0,2781000,09/07/07,,,,0,2781000,09/07/07
Diagnoplex,16600000,13/12/08,,,,,,,,,,,,,,,0,0,,,,,07/06/13,4200000,20800000,22/08/11
Diagnose.me,,,,,,,,,,,,,,,,,0,0,368206,01/08/12,,,01/06/13,455298,823504,10/11/12
Diagnosia,,,,,,,,,,,,,,,,,0,0,,,,,29/06/13,8450000,8450000,29/06/13
Diagnostic BioSystems,,,,,,,,,,,,,,,,,0,0,,,,,11/05/15,0,,11/05/15
Diagnostic Healthcare,,,,,,,,,,,,,,,,,0,0,3006822,01/03/13,,,,0,3006822,01/03/13
Diagnostic Hybrids,,,,,,,,,,,,,,,,,0,0,,,,04/08/04,,0,,04/08/04
Diagnostic Photonics,175000,12/08/11,,,,,,,,,,,,,,,0,0,,,,,,0,275000,31/12/12
Diagnostic Ultrasound,,,,,,,,,,,,,,,,,0,0,,,,,07/04/05,68000000,68000000,07/04/05
"Diagnotes, Inc.",1700000,01/02/13,,,,,,,,,,,,,,,0,0,,,,,,0,1700000,01/02/13
Diagnovus,,,,,,,,,,,,,,,,,0,0,5520000,20/02/13,,,,0,5520000,20/02/13
DiaKine Therapeutics,,,,,,,,,,,,,,,,,0,0,,03/09/08,,,,0,,03/09/08
Dial2Do,2912000,16/12/09,,,,,,,,,,,,,,,0,0,,,,,,0,2912000,16/12/09
Dialectica,5340000,01/01/06,,,,,,,,,,,,,,,0,0,,,,,,0,5340000,01/01/06
Dialective,,,,,,,,,,,,,,,,,0,0,52512,01/10/13,,,,0,52512,01/10/13
DialMyApp,,,,,,,,,,,,,,,,,0,0,200000,01/08/13,,,,0,200000,01/08/13
Dialoggy,,,,,,,,,,,,,,,,,0,0,,,,,,0,25000,14/03/13
DialogTech,8250000,03/08/07,40000000,28/12/10,,,45000000,09/01/14,210000000,11/09/14,,,,,,,0,0,,,,,01/12/08,13800000,329050000,13/03/12
Dials,,,,,,,,,,,,,,,,,0,0,,,,,,0,1400000,10/08/14
Diamond Bank,,,,,,,,,,,,,,,,,0,0,,,,,24/11/14,147000000,147000000,24/11/14
Diamond Kinetics,,,,,,,,,,,,,,,,,0,0,1100000,17/07/14,,,,0,1100000,17/07/14
Diamond Microwave Devices,,,,,,,,,,,,,,,,,0,0,,,,,30/11/09,4320000,4320000,30/11/09
Diamond Mind,,,,,,,,,,,,,,,,,0,0,,,,23/07/14,,0,,23/07/14
Diamond Multimedia,,,,,,,,,,,,,,,,,0,0,,,,30/12/94,,0,,30/12/94
Diana,,,,,,,,,,,,,,,,,0,0,,01/01/13,,,,0,,01/01/13
dianboom,,,,,,,,,,,,,,,,,0,0,390000,13/08/11,,,,0,390000,13/08/11
Diandao,10000000,24/04/15,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,24/04/15
DianDian,30000000,01/04/11,,,,,,,,,,,,,,,0,0,,,,,,0,30000000,01/04/11
Dianhuabang,10000000,05/11/14,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,05/11/14
Dianji Technology,26000000,01/03/02,,01/01/09,,,,,,,,,,,,,0,0,,,,,,0,26000000,10/06/04
Dianjoy,,,,,,,,,,,,,,,,,0,0,,01/01/12,,,,0,,01/01/12
Dianping,2000000,01/04/06,50000000,01/09/07,300000000,29/04/11,128000000,01/08/12,1700000000,12/03/15,,,,,,,0,0,,,,,,0,2180000000,10/02/11
Dianrong.com,24000000,31/12/13,,08/10/14,414000000,20/08/15,,,,,,,,,,,0,0,,,,,15/01/15,0,438000000,05/11/14
Dianwoba,2000000,15/05/12,10000000,29/07/14,,21/09/15,,,,,,,,,,,0,0,,,,,,0,12000000,22/03/14
Dianxin,,,,,,,,,,,,,,,,,0,0,,,,,30/01/10,0,,30/01/10
Diaphonics,11400000,21/02/05,,,,,,,,,,,,,,,0,0,,,,,06/03/02,2000000,13400000,26/02/04
Diartis Pharmaceuticals,,,,,,,,,,,,,,,,,0,0,,,,16/02/11,,0,,16/02/11
Diaspora,,,,,,,,,,,,,,,,,0,0,,01/08/12,,,,0,,01/08/12
Diassess,,,,,,,,,,,,,,,,,0,0,120000,01/12/14,,01/01/14,,0,120000,17/06/14
DIATEM Networks,,,,,,,,,,,,,,,,,0,0,,,,,01/01/05,1000000,1000000,01/01/05
Diatos,,,,,,,38400000,03/07/07,,,,,,,,,0,0,,,,,,0,38400000,03/07/07
Diavibe,,,,,,,,,,,,,,,,,0,0,20000,01/06/10,,,,0,20000,01/06/10
Dibbz,,,,,,,,,,,,,,,,,0,0,161671,01/01/13,,,,0,161671,01/01/13
DiBcom,,,,,,,150540250,29/08/05,272500000,04/07/07,,,,,,,0,0,,,,,,0,423040250,21/11/06
DIBS,,,,,,,,,,,,,,,,,0,0,,09/03/15,,,,0,,09/03/15
Dibspace,,,,,,,,,,,,,,,,,0,0,,01/09/09,,,,0,,01/09/09
DICE,,,,,,,,,,,,,,,,,0,0,13600000,01/09/14,,,,0,13600000,01/09/14
Dicerna Pharmaceuticals,25200000,15/07/08,8000000,21/10/10,540000000,31/07/13,,,,,,,,,,,0,0,,,,,04/01/10,124000000,697200000,18/12/11
Dick's Sporting Goods,,,,,,,,,,,,,,,,,0,0,,,,15/01/94,,0,,15/01/94
DICOM Grid,15000000,04/11/10,10000000,16/05/12,,,,,,,,,,,,,0,0,,,,,17/07/14,12000000,40000000,19/01/13
Dictate IT,,,,,,,,,,,,,,,,,0,0,,,,,30/11/05,430930,430930,30/11/05
Didatuan,,01/11/10,,,,,,,,,,,,,,,0,0,,,,,,0,,01/11/10
Didi Kuaidi,3000000,01/09/12,15000000,01/01/13,200000000,02/01/14,2800000000,09/12/14,,,,,,,,,0,0,,,,,15/01/15,15800000000,18818000000,03/11/14
DIDiT Inc,,,,,,,,,,,,,,,,,0,0,2000000,18/06/15,,,,0,2000000,18/06/15
Diditz,,,,,,,,,,,,,,,,,0,0,,,,,01/01/09,0,,01/01/09
DidLog,,,,,,,,,,,,,,,,,0,0,20000,01/08/13,,,,0,20000,01/08/13
Diet TV,2000000,01/08/07,,,,,,,,,,,,,,,0,0,,,,,,0,2000000,01/08/07
Diet4Life,,,,,,,,,,,,,,,,,0,0,,,,28/12/12,,0,,28/12/12
Dietox,,,,,,,,,,,,,,,,,0,0,1199774,24/03/15,,,,0,1199774,24/03/15
Diffbot,,,,,,,,,,,,,,,,,0,0,,,,,04/06/15,18500000,18500000,17/09/12
Diffinity Genomics,,,,,,,,,,,,,,,,,0,0,678260,29/03/12,,,,0,678260,29/03/12
Diffon,,,,,,,,,,,,,,,,,0,0,,,,,01/10/09,830000,830000,01/10/09
Dig Inn,,,,,15000000,20/01/15,,,,,,,,,,,0,0,,,,,,0,15000000,20/01/15
Digabit,6000000,30/07/13,27000000,07/05/15,1245000,30/09/10,,,,,,,,,,,0,0,,,,,,0,34245000,27/12/13
Digby,,,5500000,28/10/08,32174996,18/04/11,,,,,,,,,,,0,0,,,,,,0,37674996,19/10/10
DigePrint,,,,,,,,,,,,,,,,,0,0,,,,,01/03/06,386406,386406,01/03/06
Digg,26400000,15/11/06,17000000,01/12/06,114800000,24/09/08,,,,,,,,,,,0,0,,,,,,0,158200000,17/05/07
Digi.me (formerly SocialSafe),,,,,,,,,,,,,,,,,0,0,,,,,22/08/13,4220000,4220000,22/08/13
Digiboo,,,,,,,,,,,,,,,,,0,0,,,,,17/08/11,10500000,10500000,17/08/11
DiGiCo Europe,,,,,,,,,,,,,,,,,0,0,,,,,14/12/11,77431466,77431466,14/12/11
Digicompanion,4580000,24/05/07,,,,,,,,,,,,,,,0,0,,,,,,0,4580000,24/05/07
Digidentity,,,,,,,,,,,,,,,,,0,0,,,,28/12/10,,0,,28/12/10
Digifeye,,,,,,,,,,,,,,,,,0,0,,01/02/14,,,,0,,01/02/14
DigiFun Games,1000000,01/02/04,10000000,01/01/06,,,,,,,,,,,,,0,0,,,,,,0,11000000,16/01/05
Digify,,,,,,,,,,,,,,,,,0,0,965572,01/01/13,,,,0,965572,01/01/13
Digilab,362660,01/04/01,,,,,,,,,,,,,,,0,0,,,,,,0,362660,01/04/01
Digilens,,,,,,,,,,,,,,,,,0,0,,,,,15/11/02,24000000,29000000,23/08/05
DIGIONE Company,1565762,01/10/11,1637554,01/11/13,,,,,,,,,,,,,0,0,,,,,,0,3203316,16/10/12
DigiPath,,,,,,,,,,,,,,,,,2200000,40310,,,,,,0,2200000,13/05/14
Digipix,,01/10/08,,,,,,,,,,,,,,,0,0,,,,,,0,,01/10/08
Digiquant,,,,,,,,,,,,,,,,,0,0,,,,,23/04/01,80000000,80000000,23/04/01
DigiSat Technology,,,,,,,,,,,,,,,,,0,0,,,,,01/07/09,5000000,5000000,01/07/09
DigiSight Technologies,,,31200000,09/02/15,,,,,,,,,,,,,0,0,,,,,,0,31200000,09/02/15
DigiSynd,,,,,,,,,,,,,,,,,0,0,,01/05/08,,,,0,,01/05/08
Digit,45200000,05/05/15,,,,,,,,,,,,,,,0,0,37500000,16/12/14,,,,0,82700000,14/01/15
Digit Game Studios,7500000,30/01/13,,,,,,,,,,,,,,,0,0,2500000,01/05/12,,,,0,10000000,12/10/12
Digit Wireless,,,,,18000000,14/03/05,,,,,,,,,,,0,0,,,,,11/02/08,8000000,26000000,13/05/06
Digital Accademia,,,,,,,,,,,,,,,,,0,0,,,,01/04/09,,0,,01/04/09
Digital Air Strike,24000000,23/01/08,,,,,,,,,,,,,,,0,0,,,,,26/10/09,22400000,46400000,23/01/09
Digital Alliance,,,,,,,,,,,,,,,,,0,0,,,10000000,14/10/01,,0,10000000,14/10/01
Digital Assent,,,40000000,12/07/11,,,,,,,,,,,,,0,0,,,,,,0,40000000,12/07/11
Digital Assess,,01/06/13,,,,,,,,,,,,,,,0,0,,,,,,0,,01/06/13
Digital Avenue,,,,,,,,,,,,,,,,,0,0,,,,,01/01/07,0,,01/01/07
Digital Bridge Communications Corp.,,,80000000,16/01/08,,,,,,,,,,,,,0,0,,,,20/11/09,,0,80000000,29/05/08
Digital Bridges,,,,,36000000,18/11/04,,,,,,,,,,,0,0,,,,,,0,36000000,18/11/04
Digital China Information Technology Services Company,,,,,,,,,,,,,,,,,0,0,,,,,02/09/08,146280000,146280000,02/09/08
Digital Chocolate,8400000,01/12/03,52000000,01/12/03,225000000,26/07/06,36000000,22/02/11,,,,,,,,,0,0,,,,,,0,321400000,04/08/06
Digital Clipboard,,,,,,,,,,,,,,,,,0,0,250000,19/06/14,,,,0,250000,19/06/14
Digital Code Zero,,,,,,,,,,,,,,,,,0,0,,10/08/10,,,,0,,10/08/10
Digital Counterpart,,,,,,,,,,,,,,,,,0,0,,,,28/12/99,,0,,28/12/99
Digital Currency Group,,,,,,,,,,,,,,,,,0,0,,,,,27/10/15,0,,27/10/15
Digital Domain,,,,,,,,,,,,,,,,,0,0,,,,,21/10/06,62000000,62000000,21/10/06
Digital Domain Holdings,,04/01/11,,,,,,,,,,,,,,,0,0,,,,,,0,,04/01/11
Digital Dream Labs,,,,,,,,,,,,,,,,,0,0,25000,29/01/14,,,,0,25000,29/01/14
Digital Evolution,,,,,8000000,11/11/03,,,,,,,,,,,0,0,,,,,,0,8000000,11/11/03
Digital Foodie Ltd.,,,,,,,,,,,,,,,,,0,0,,09/08/13,,,,0,,09/08/13
Digital Fortress,,,,,,,,,,,,,,,,,0,0,,,,01/01/12,,0,,01/01/12
Digital Fuel,,,,,32000000,08/07/03,,,20000000,08/06/07,,,,,,,0,0,,,,,,0,52000000,10/09/05
Digital Fuel Technologies,,,,,20000000,27/03/07,,,,,,,,,,,0,0,,,,,,0,20000000,27/03/07
Digital Guardian,,,7200000,01/09/04,20900000,01/06/05,,,,,,,,,,,0,0,,,,,24/06/13,64875788,92975788,01/09/10
Digital H2O,,,,,,,,,,,,,,,,,0,0,,,,,,0,1275000,09/03/14
Digital Harbor,,,22000000,29/07/05,,,,,,,,,,,,,0,0,,,,,,0,22000000,29/07/05
Digital Harmony Games,,,,,,,,,,,,,,,,,0,0,,,,,,0,,18/08/11
Digital Intelligence Systems,,,,,,,,,,,,,,,,,0,0,,,,,18/09/12,20000000,20000000,18/09/12
Digital Lab,,,,,,,,,,,,,,,,,0,0,,,,,,0,10000000,17/06/14
Digital Layers Inc.,,,,,,,,,,,,,,,,,0,0,6000000,01/10/15,,,,0,6000000,01/10/15
Digital Legends,,,,,,,,,,,,,,,,,0,0,,,,,01/02/08,0,,01/02/08
Digital Link Corporation,,,,,,,,,,,,,,,,,0,0,,,,23/12/87,,0,,23/12/87
Digital Loyalty System,,01/06/12,,,,,,,,,,,,,,,0,0,,,,,,0,,01/06/12
Digital Lumens,,,30000000,12/04/11,138000000,30/10/14,,,,,,,,,,,0,0,,,,,08/07/11,37601290,205601290,16/10/12
Digital Magics,,,,,,,,,,,,,,,,,0,0,,,3439814,08/08/14,,0,4662412,15/10/14
Digital Map Products,,,,,4400000,10/05/05,,,,,,,,,,,0,0,,,,,,0,4400000,10/05/05
Digital Media Broadcast,3100000,31/12/96,,,,,,,,,,,,,,,0,0,,,,,,0,3100000,31/12/96
Digital Media Group,,,,08/01/07,,,,,,,,,,,,,0,0,,,,,,0,,08/01/07
Digital Mines,,,,,,,,,,,,,,,,,0,0,,,,,25/03/11,2117250,2117250,25/03/11
Digital Music India,,,,,,,,,,,,,,,,,0,0,,,,,23/12/06,22600000,22600000,23/12/06
Digital News Asia,,,,,,,,,,,,,,,,,0,0,300000,10/11/14,,,,0,300000,10/11/14
Digital Orchid,,,12000000,13/02/06,,,,,,,,,,,,,0,0,,,,,26/02/08,735876,12735876,04/05/07
Digital Path,,,,,15900000,20/02/04,,,,,,,,,,,0,0,,04/06/03,,,,0,15900000,07/11/03
Digital Payment Technologies,,,,,,,,,,,,,,,,,0,0,,,,,04/11/08,3000000,3000000,04/11/08
Digital Perception,,,,,,,,,,,,,,,,,0,0,26409,01/01/13,,,,0,26409,01/01/13
Digital Performance,9600000,27/10/08,,,,,,,,,,,,,,,0,0,,,,,27/11/06,500000,10100000,05/05/08
Digital Preservation Solutions,,,,,,,,,,,,,,,,,0,0,,,,,,0,,01/01/15
Digital Railroad,10400000,14/06/05,30000000,05/02/07,,,,,,,,,,,,,0,0,,,,,,0,40400000,09/06/06
